是,shì,ser,1
他,tā,el,1
她,tā,ella,1
有,yŏu,tener,1
我,wŏ,ser,1
你,nĭ,ser,1
不,bù,ser,1
好,hăo,ser,1
很,hĕn,ser,1
电,diàn,electricity,1
老,lăo,viejo,1
师,shī,maestro,1
要,yào,querer/futuro,1
面,miàn,lado,1
想,xiăng,pensar/desear,1
姓,xìng,apellido,1
什,shén,que,1
生,shēng,crudo,1

